"id","nida","phone_number","quality_status"
"2710","20050405000000002710","+255710002710","WARNING"
"2711","20090623000000002711","+255710002711","VALID"
"2712","19970903000000002712","+255710002712","VALID"
"2713","19730226000000002713","+255710002713","CORRUPTED"
"2714","19730519000000002714","+255710002714","VALID"
"2715","20050524000000002715","+255710002715","VALID"
"2716","19671210000000002716","+255710002716","CORRUPTED"
"2717","19861106000000002717","+255710002717","WARNING"
"2718","20121009000000002718","+255710002718","VALID"
"2719","20151204000000002719","+255710002719","VALID"
"2720","20060819000000002720","+255710002720","VALID"
"2721","19770222000000002721","+255710002721","VALID"
"2722","20040102000000002722","+255710002722","VALID"
"2723","20070508000000002723","+255710002723","VALID"
"2724","20150822000000002724","+255710002724","VALID"
"2725","19940604000000002725","+255710002725","VALID"
"2726","20120526000000002726","+255710002726","VALID"
"2727","20020511000000002727","+255710002727","VALID"
"2728","19600131000000002728","+255710002728","WARNING"
"2729","19831219000000002729","+255710002729","VALID"
"2730","19640809000000002730","+255710002730","VALID"
"2731","19710114000000002731","+255710002731","VALID"
"2732","19740813000000002732","+255710002732","WARNING"
"2733","19960617000000002733","+255710002733","VALID"
"2734","19961101000000002734","+255710002734","VALID"
"2735","19720127000000002735","+255710002735","VALID"
"2736","20010215000000002736","+255710002736","VALID"
"2737","19860515000000002737","+255710002737","VALID"
"2738","19861225000000002738","+255710002738","WARNING"
"2739","19770301000000002739","+255710002739","VALID"
"2740","19630801000000002740","+255710002740","VALID"
"2741","19970409000000002741","+255710002741","VALID"
"2742","19920630000000002742","+255710002742","VALID"
"2743","19640115000000002743","+255710002743","VALID"
"2744","19931125000000002744","+255710002744","VALID"
"2745","19830115000000002745","+255710002745","VALID"
"2746","19821213000000002746","+255710002746","WARNING"
"2747","19791018000000002747","+255710002747","VALID"
"2748","19920509000000002748","+255710002748","VALID"
"2749","19941006000000002749","+255710002749","VALID"
"2750","19970824000000002750","+255710002750","VALID"
"2751","19780222000000002751","+255710002751","WARNING"
"2752","19640123000000002752","+255710002752","VALID"
"2753","19690205000000002753","+255710002753","VALID"
"2754","19801228000000002754","+255710002754","VALID"
"2755","19750515000000002755","+255710002755","VALID"
"2756","20020105000000002756","+255710002756","VALID"
"2757","19610517000000002757","+255710002757","VALID"
"2758","19950206000000002758","+255710002758","VALID"
"2759","20050304000000002759","+255710002759","VALID"
"2760","19881117000000002760","+255710002760","VALID"
"2761","19641219000000002761","+255710002761","VALID"
"2762","19851214000000002762","+255710002762","VALID"
"2763","19840330000000002763","+255710002763","WARNING"
"2764","20021030000000002764","+255710002764","VALID"
"2765","19811204000000002765","+255710002765","WARNING"
"2766","19821104000000002766","+255710002766","VALID"
"2767","19881117000000002767","+255710002767","VALID"
"2768","20190207000000002768","+255710002768","VALID"
"2769","19901028000000002769","+255710002769","VALID"
"2770","19771211000000002770","+255710002770","CORRUPTED"
"2771","19901006000000002771","+255710002771","VALID"
"2772","19920731000000002772","+255710002772","VALID"
"2773","19830801000000002773","+255710002773","WARNING"
"2774","19710424000000002774","+255710002774","VALID"
"2775","19961223000000002775","+255710002775","VALID"
"2776","19690702000000002776","+255710002776","VALID"
"2777","19991225000000002777","+255710002777","VALID"
"2778","19730514000000002778","+255710002778","VALID"
"2779","19660113000000002779","+255710002779","VALID"
"2780","19850724000000002780","+255710002780","VALID"
"2781","19940123000000002781","+255710002781","VALID"
"2782","20120303000000002782","+255710002782","VALID"
"2783","20180611000000002783","+255710002783","VALID"
"2784","20170625000000002784","+255710002784","VALID"
"2785","19630602000000002785","+255710002785","VALID"
"2786","20040204000000002786","+255710002786","VALID"
"2787","20180702000000002787","+255710002787","CORRUPTED"
"2788","19640501000000002788","+255710002788","VALID"
"2789","19831231000000002789","+255710002789","VALID"
"2790","19830822000000002790","+255710002790","VALID"
"2791","19680907000000002791","+255710002791","VALID"
"2792","19830127000000002792","+255710002792","VALID"
"2793","20030731000000002793","+255710002793","WARNING"
"2794","19971130000000002794","+255710002794","VALID"
"2795","19961001000000002795","+255710002795","VALID"
"2796","19830213000000002796","+255710002796","VALID"
"2797","20130110000000002797","+255710002797","VALID"
"2798","19950705000000002798","+255710002798","VALID"
"2799","19730508000000002799","+255710002799","VALID"
"2800","19671118000000002800","+255710002800","VALID"
"2801","19620116000000002801","+255710002801","VALID"
"2802","20110323000000002802","+255710002802","VALID"
"2803","20071108000000002803","+255710002803","VALID"
"2804","19700511000000002804","+255710002804","VALID"
"2805","20020610000000002805","+255710002805","VALID"
"2806","20190327000000002806","+255710002806","VALID"
"2807","19940925000000002807","+255710002807","VALID"
"2808","19770824000000002808","+255710002808","VALID"
"2809","19860818000000002809","+255710002809","VALID"
"2810","20100205000000002810","+255710002810","VALID"
"2811","20030720000000002811","+255710002811","VALID"
"2812","19681007000000002812","+255710002812","VALID"
"2813","19951025000000002813","+255710002813","VALID"
"2814","20200113000000002814","+255710002814","VALID"
"2815","19780214000000002815","+255710002815","VALID"
"2816","20171126000000002816","+255710002816","VALID"
"2817","19600131000000002817","+255710002817","CORRUPTED"
"2818","19910224000000002818","+255710002818","VALID"
"2819","20120710000000002819","+255710002819","CORRUPTED"
"2820","19720809000000002820","+255710002820","VALID"
"2821","20160413000000002821","+255710002821","VALID"
"2822","19640109000000002822","+255710002822","VALID"
"2823","20030201000000002823","+255710002823","VALID"
"2824","19811209000000002824","+255710002824","VALID"
"2825","19640514000000002825","+255710002825","VALID"
"2826","19841230000000002826","+255710002826","WARNING"
"2827","19790126000000002827","+255710002827","WARNING"
"2828","19851228000000002828","+255710002828","WARNING"
"2829","20050622000000002829","+255710002829","VALID"
"2830","19750425000000002830","+255710002830","WARNING"
"2831","19810530000000002831","+255710002831","VALID"
"2832","20191029000000002832","+255710002832","VALID"
"2833","20181022000000002833","+255710002833","VALID"
"2834","19910912000000002834","+255710002834","VALID"
"2835","19611004000000002835","+255710002835","VALID"
"2836","19760523000000002836","+255710002836","VALID"
"2837","20040214000000002837","+255710002837","VALID"
"2838","19720508000000002838","+255710002838","VALID"
"2839","20080206000000002839","+255710002839","VALID"
"2840","20050826000000002840","+255710002840","VALID"
"2841","20040826000000002841","+255710002841","VALID"
"2842","19921014000000002842","+255710002842","VALID"
"2843","19890728000000002843","+255710002843","WARNING"
"2844","19860511000000002844","+255710002844","VALID"
"2845","20100201000000002845","+255710002845","CORRUPTED"
"2846","19920618000000002846","+255710002846","VALID"
"2847","19860125000000002847","+255710002847","VALID"
"2848","19980328000000002848","+255710002848","VALID"
"2849","19851212000000002849","+255710002849","VALID"
"2850","19920318000000002850","+255710002850","VALID"
"2851","19840702000000002851","+255710002851","VALID"
"2852","19651004000000002852","+255710002852","VALID"
"2853","20180113000000002853","+255710002853","VALID"
"2854","19750320000000002854","+255710002854","VALID"
"2855","19991013000000002855","+255710002855","WARNING"
"2856","20150808000000002856","+255710002856","VALID"
"2857","20180905000000002857","+255710002857","WARNING"
"2858","19641127000000002858","+255710002858","WARNING"
"2859","19990623000000002859","+255710002859","WARNING"
"2860","19750108000000002860","+255710002860","VALID"
"2861","20150421000000002861","+255710002861","VALID"
"2862","19900828000000002862","+255710002862","VALID"
"2863","19600127000000002863","+255710002863","VALID"
"2864","19611208000000002864","+255710002864","VALID"
"2865","19950121000000002865","+255710002865","VALID"
"2866","20160323000000002866","+255710002866","VALID"
"2867","20030627000000002867","+255710002867","VALID"
"2868","19761105000000002868","+255710002868","CORRUPTED"
"2869","20151103000000002869","+255710002869","VALID"
"2870","19881015000000002870","+255710002870","VALID"
"2871","19660908000000002871","+255710002871","VALID"
"2872","20040823000000002872","+255710002872","VALID"
"2873","19800427000000002873","+255710002873","VALID"
"2874","20160318000000002874","+255710002874","VALID"
"2875","19960121000000002875","+255710002875","WARNING"
"2876","19810219000000002876","+255710002876","VALID"
"2877","19610807000000002877","+255710002877","VALID"
"2878","20030513000000002878","+255710002878","VALID"
"2879","20200120000000002879","+255710002879","VALID"
"2880","19820802000000002880","+255710002880","VALID"
"2881","19600727000000002881","+255710002881","VALID"
"2882","20010110000000002882","+255710002882","VALID"
"2883","19670324000000002883","+255710002883","WARNING"
"2884","20000401000000002884","+255710002884","VALID"
"2885","19860731000000002885","+255710002885","VALID"
"2886","19631207000000002886","+255710002886","VALID"
"2887","20141110000000002887","+255710002887","VALID"
"2888","19651207000000002888","+255710002888","WARNING"
"2889","20010708000000002889","+255710002889","CORRUPTED"
"2890","19761017000000002890","+255710002890","VALID"
"2891","19791217000000002891","+255710002891","VALID"
"2892","20141110000000002892","+255710002892","VALID"
"2893","19920128000000002893","+255710002893","CORRUPTED"
"2894","19770910000000002894","+255710002894","VALID"
"2895","19700707000000002895","+255710002895","VALID"
"2896","20030823000000002896","+255710002896","VALID"
"2897","19730415000000002897","+255710002897","VALID"
"2898","19870115000000002898","+255710002898","VALID"
"2899","19850622000000002899","+255710002899","VALID"
"2900","20000324000000002900","+255710002900","VALID"
"2901","19780325000000002901","+255710002901","VALID"
"2902","20090227000000002902","+255710002902","VALID"
"2903","20091214000000002903","+255710002903","VALID"
"2904","19971207000000002904","+255710002904","VALID"
"2905","19870118000000002905","+255710002905","VALID"
"2906","19951108000000002906","+255710002906","VALID"
"2907","20080408000000002907","+255710002907","VALID"
"2908","19850614000000002908","+255710002908","VALID"
"2909","19800926000000002909","+255710002909","VALID"
"2910","20101120000000002910","+255710002910","VALID"
"2911","19680613000000002911","+255710002911","VALID"
"2912","19840527000000002912","+255710002912","VALID"
"2913","19981107000000002913","+255710002913","VALID"
"2914","19830923000000002914","+255710002914","VALID"
"2915","19721009000000002915","+255710002915","VALID"
"2916","19690710000000002916","+255710002916","VALID"
"2917","19880512000000002917","+255710002917","CORRUPTED"
"2918","19631117000000002918","+255710002918","VALID"
"2919","19841021000000002919","+255710002919","VALID"
"2920","19940124000000002920","+255710002920","VALID"
"2921","19730905000000002921","+255710002921","VALID"
"2922","20050207000000002922","+255710002922","VALID"
"2923","19880503000000002923","+255710002923","VALID"
"2924","19820205000000002924","+255710002924","VALID"
"2925","20190111000000002925","+255710002925","VALID"
"2926","19840604000000002926","+255710002926","VALID"
"2927","19780116000000002927","+255710002927","VALID"
"2928","20040222000000002928","+255710002928","VALID"
"2929","19700726000000002929","+255710002929","VALID"
"2930","19910818000000002930","+255710002930","VALID"
"2931","19670422000000002931","+255710002931","VALID"
"2932","19670917000000002932","+255710002932","VALID"
"2933","20080602000000002933","+255710002933","WARNING"
"2934","20160115000000002934","+255710002934","VALID"
"2935","19601105000000002935","+255710002935","VALID"
"2936","20110924000000002936","+255710002936","VALID"
"2937","19920512000000002937","+255710002937","VALID"
"2938","20200112000000002938","+255710002938","VALID"
"2939","20180722000000002939","+255710002939","VALID"
"2940","20060530000000002940","+255710002940","VALID"
"2941","19740412000000002941","+255710002941","VALID"
"2942","19860826000000002942","+255710002942","VALID"
"2943","19871119000000002943","+255710002943","VALID"
"2944","20191015000000002944","+255710002944","VALID"
"2945","19721015000000002945","+255710002945","VALID"
"2946","19860130000000002946","+255710002946","VALID"
"2947","19770317000000002947","+255710002947","VALID"
"2948","19640410000000002948","+255710002948","VALID"
"2949","19841218000000002949","+255710002949","VALID"
"2950","19660427000000002950","+255710002950","WARNING"
"2951","19991024000000002951","+255710002951","VALID"
"2952","19631209000000002952","+255710002952","VALID"
"2953","20100602000000002953","+255710002953","VALID"
"2954","20180317000000002954","+255710002954","VALID"
"2955","19821110000000002955","+255710002955","VALID"
"2956","19920130000000002956","+255710002956","VALID"
"2957","19921030000000002957","+255710002957","VALID"
"2958","19760804000000002958","+255710002958","VALID"
"2959","19921022000000002959","+255710002959","CORRUPTED"
"2960","19791230000000002960","+255710002960","VALID"
"2961","19911118000000002961","+255710002961","VALID"
"2962","19730901000000002962","+255710002962","VALID"
"2963","20010115000000002963","+255710002963","VALID"
"2964","19930413000000002964","+255710002964","VALID"
"2965","20160921000000002965","+255710002965","VALID"
"2966","19730410000000002966","+255710002966","VALID"
"2967","19710601000000002967","+255710002967","VALID"
"2968","19800903000000002968","+255710002968","VALID"
"2969","19901230000000002969","+255710002969","WARNING"
"2970","19770311000000002970","+255710002970","VALID"
"2971","19861217000000002971","+255710002971","VALID"
"2972","19861126000000002972","+255710002972","VALID"
"2973","20141206000000002973","+255710002973","VALID"
"2974","19760820000000002974","+255710002974","VALID"
"2975","19980910000000002975","+255710002975","WARNING"
"2976","20180706000000002976","+255710002976","VALID"
"2977","19661119000000002977","+255710002977","VALID"
"2978","19851017000000002978","+255710002978","VALID"
"2979","19620713000000002979","+255710002979","VALID"
"2980","19820518000000002980","+255710002980","VALID"
"2981","19610809000000002981","+255710002981","VALID"
"2982","19690829000000002982","+255710002982","VALID"
"2983","19640423000000002983","+255710002983","VALID"
"2984","20050303000000002984","+255710002984","VALID"
"2985","20050901000000002985","+255710002985","VALID"
"2986","20090830000000002986","+255710002986","VALID"
"2987","20151004000000002987","+255710002987","VALID"
"2988","20160602000000002988","+255710002988","VALID"
"2989","19650129000000002989","+255710002989","VALID"
"2990","20080626000000002990","+255710002990","VALID"
"2991","19690917000000002991","+255710002991","WARNING"
"2992","19720503000000002992","+255710002992","VALID"
"2993","19830128000000002993","+255710002993","VALID"
"2994","20021008000000002994","+255710002994","VALID"
"2995","19941210000000002995","+255710002995","VALID"
"2996","19971210000000002996","+255710002996","VALID"
"2997","19700409000000002997","+255710002997","VALID"
"2998","20090504000000002998","+255710002998","VALID"
"2999","20160220000000002999","+255710002999","VALID"
"3000","20090901000000003000","+255710003000","VALID"
"3001","19860420000000003001","+255710003001","VALID"
"3002","19951024000000003002","+255710003002","VALID"
"3003","19790119000000003003","+255710003003","VALID"
"3004","19821221000000003004","+255710003004","VALID"
"3005","20031112000000003005","+255710003005","VALID"
"3006","20180802000000003006","+255710003006","VALID"
"3007","20150910000000003007","+255710003007","VALID"
"3008","19710115000000003008","+255710003008","VALID"
"3009","19620530000000003009","+255710003009","VALID"
"3010","19890607000000003010","+255710003010","VALID"
"3011","19720415000000003011","+255710003011","VALID"
"3012","20160315000000003012","+255710003012","VALID"
"3013","19911227000000003013","+255710003013","VALID"
"3014","19881031000000003014","+255710003014","WARNING"
"3015","20000218000000003015","+255710003015","VALID"
"3016","19611212000000003016","+255710003016","WARNING"
"3017","19900626000000003017","+255710003017","VALID"
"3018","19610713000000003018","+255710003018","VALID"
"3019","19960419000000003019","+255710003019","VALID"
"3020","19730629000000003020","+255710003020","VALID"
"3021","19810317000000003021","+255710003021","VALID"
"3022","19610319000000003022","+255710003022","VALID"
"3023","19680423000000003023","+255710003023","VALID"
"3024","20000603000000003024","+255710003024","VALID"
"3025","19960825000000003025","+255710003025","VALID"
"3026","19701019000000003026","+255710003026","WARNING"
"3027","19880721000000003027","+255710003027","VALID"
"3028","19710105000000003028","+255710003028","VALID"
"3029","19670730000000003029","+255710003029","WARNING"
"3030","19890225000000003030","+255710003030","VALID"
"3031","19930712000000003031","+255710003031","VALID"
"3032","19880722000000003032","+255710003032","VALID"
"3033","20000328000000003033","+255710003033","VALID"
"3034","20120615000000003034","+255710003034","VALID"
"3035","19861226000000003035","+255710003035","WARNING"
"3036","19960128000000003036","+255710003036","VALID"
"3037","19720502000000003037","+255710003037","VALID"
"3038","19840919000000003038","+255710003038","VALID"
"3039","19691126000000003039","+255710003039","WARNING"
"3040","20080326000000003040","+255710003040","VALID"
"3041","19600718000000003041","+255710003041","CORRUPTED"
"3042","19750920000000003042","+255710003042","VALID"
"3043","19681007000000003043","+255710003043","VALID"
"3044","20041218000000003044","+255710003044","VALID"
"3045","20020617000000003045","+255710003045","VALID"
"3046","19610703000000003046","+255710003046","VALID"
"3047","19641212000000003047","+255710003047","VALID"
"3048","20080917000000003048","+255710003048","VALID"
"3049","20170526000000003049","+255710003049","VALID"
"3050","20191124000000003050","+255710003050","WARNING"
"3051","19690311000000003051","+255710003051","VALID"
"3052","20090911000000003052","+255710003052","VALID"
"3053","20111101000000003053","+255710003053","VALID"
"3054","19760211000000003054","+255710003054","VALID"
"3055","19780927000000003055","+255710003055","CORRUPTED"
"3056","19751211000000003056","+255710003056","VALID"
"3057","19730110000000003057","+255710003057","VALID"
"3058","20130914000000003058","+255710003058","VALID"
"3059","20150106000000003059","+255710003059","VALID"
"3060","20170719000000003060","+255710003060","VALID"
"3061","20070408000000003061","+255710003061","WARNING"
"3062","19930404000000003062","+255710003062","VALID"
"3063","19720518000000003063","+255710003063","VALID"
"3064","19680124000000003064","+255710003064","VALID"
"3065","19701027000000003065","+255710003065","VALID"
"3066","19990923000000003066","+255710003066","VALID"
"3067","19780415000000003067","+255710003067","VALID"
"3068","19650420000000003068","+255710003068","WARNING"
"3069","19620202000000003069","+255710003069","VALID"
"3070","19861228000000003070","+255710003070","VALID"
"3071","19810220000000003071","+255710003071","VALID"
"3072","19860923000000003072","+255710003072","VALID"
"3073","19681224000000003073","+255710003073","VALID"
"3074","19721023000000003074","+255710003074","VALID"
"3075","19620313000000003075","+255710003075","VALID"
"3076","20010721000000003076","+255710003076","VALID"
"3077","20030701000000003077","+255710003077","VALID"
"3078","20091012000000003078","+255710003078","VALID"
"3079","19861130000000003079","+255710003079","WARNING"
"3080","20080718000000003080","+255710003080","VALID"
"3081","19710930000000003081","+255710003081","WARNING"
"3082","19870919000000003082","+255710003082","VALID"
"3083","20010109000000003083","+255710003083","VALID"
"3084","20170306000000003084","+255710003084","VALID"
"3085","19630915000000003085","+255710003085","VALID"
"3086","19750815000000003086","+255710003086","VALID"
"3087","20181016000000003087","+255710003087","WARNING"
"3088","19980608000000003088","+255710003088","VALID"
"3089","20100306000000003089","+255710003089","VALID"
"3090","19870817000000003090","07123","WARNING"
"3091","20110223000000003091","+255710003091","VALID"
"3092","20030829000000003092","+255710003092","VALID"
"3093","19871015000000003093","+255710003093","VALID"
"3094","20140313000000003094","+255710003094","WARNING"
"3095","19610313000000003095","+255710003095","VALID"
"3096","20090817000000003096","+255710003096","WARNING"
"3097","19600829000000003097","+255710003097","VALID"
"3098","19830917000000003098","+255710003098","VALID"
"3099","19691220000000003099","+255710003099","VALID"
"3100","19630828000000003100","+255710003100","VALID"
"3101","19721001000000003101","+255710003101","VALID"
"3102","20140706000000003102","+255710003102","VALID"
"3103","19840206000000003103","+255710003103","VALID"
"3104","19941027000000003104","+255710003104","VALID"
"3105","20161108000000003105","+255710003105","VALID"
"3106","20110809000000003106","+255710003106","VALID"
"3107","19740726000000003107","+255710003107","VALID"
"3108","19771205000000003108","+255710003108","VALID"
"3109","20171014000000003109","+255710003109","VALID"
"3110","20150701000000003110","+255710003110","WARNING"
"3111","19630306000000003111","+255710003111","VALID"
"3112","20180920000000003112","+255710003112","VALID"
"3113","19720619000000003113","+255710003113","VALID"
"3114","19990320000000003114","+255710003114","VALID"
"3115","19610118000000003115","+255710003115","CORRUPTED"
"3116","19650510000000003116","+255710003116","VALID"
"3117","20070630000000003117","+255710003117","WARNING"
"3118","19920106000000003118","+255710003118","VALID"
"3119","19860711000000003119","+255710003119","VALID"
"3120","19960727000000003120","+255710003120","VALID"
"3121","20020816000000003121","+255710003121","VALID"
"3122","19770121000000003122","+255710003122","VALID"
"3123","19661019000000003123","+255710003123","VALID"
"3124","20180518000000003124","+255710003124","WARNING"
"3125","19800225000000003125","+255710003125","VALID"
"3126","19731226000000003126","+255710003126","VALID"
"3127","20000123000000003127","+255710003127","VALID"
"3128","19690405000000003128","+255710003128","WARNING"
"3129","19720525000000003129","+255710003129","VALID"
"3130","19800210000000003130","+255710003130","VALID"
"3131","19690128000000003131","+255710003131","VALID"
"3132","19870809000000003132","+255710003132","VALID"
"3133","20150221000000003133","+255710003133","VALID"
"3134","19800502000000003134","+255710003134","VALID"
"3135","20120623000000003135","+255710003135","VALID"
"3136","19750111000000003136","+255710003136","VALID"
"3137","19811130000000003137","+255710003137","VALID"
"3138","20020818000000003138","+255710003138","VALID"
"3139","19711120000000003139","+255710003139","VALID"
"3140","20121227000000003140","+255710003140","VALID"
"3141","19711214000000003141","+255710003141","VALID"
"3142","19740920000000003142","+255710003142","VALID"
"3143","19690313000000003143","+255710003143","VALID"
"3144","20160321000000003144","+255710003144","VALID"
"3145","20040410000000003145","+255710003145","VALID"
"3146","20100630000000003146","+255710003146","VALID"
"3147","20140430000000003147","+255710003147","WARNING"
"3148","19740223000000003148","+255710003148","VALID"
"3149","20120722000000003149","+255710003149","VALID"
"3150","20040630000000003150","+255710003150","VALID"
"3151","19820127000000003151","+255710003151","VALID"
"3152","19960622000000003152","+255710003152","VALID"
"3153","19840111000000003153","+255710003153","VALID"
"3154","19830406000000003154","+255710003154","VALID"
"3155","19700110000000003155","+255710003155","WARNING"
"3156","19971126000000003156","+255710003156","VALID"
"3157","19990710000000003157","+255710003157","CORRUPTED"
"3158","20020415000000003158","+255710003158","VALID"
"3159","19630614000000003159","+255710003159","VALID"
"3160","20071026000000003160","+255710003160","VALID"
"3161","19981102000000003161","+255710003161","VALID"
"3162","19960310000000003162","+255710003162","VALID"
"3163","19780617000000003163","+255710003163","VALID"
"3164","20030129000000003164","+255710003164","VALID"
"3165","19861110000000003165","+255710003165","CORRUPTED"
"3166","19830604000000003166","+255710003166","VALID"
"3167","20041230000000003167","+255710003167","VALID"
"3168","19800317000000003168","+255710003168","VALID"
"3169","19710412000000003169","+255710003169","VALID"
"3170","20040108000000003170","+255710003170","VALID"
"3171","20000404000000003171","+255710003171","VALID"
"3172","19650621000000003172","+255710003172","VALID"
"3173","20001113000000003173","+255710003173","VALID"
"3174","20040120000000003174","+255710003174","VALID"
"3175","19950210000000003175","+255710003175","VALID"
"3176","19810731000000003176","+255710003176","VALID"
"3177","19831113000000003177","+255710003177","VALID"
"3178","20081209000000003178","+255710003178","CORRUPTED"
"3179","20130724000000003179","+255710003179","VALID"
"3180","19710714000000003180","+255710003180","VALID"
"3181","20120807000000003181","+255710003181","VALID"
"3182","20160816000000003182","+255710003182","VALID"
"3183","19930513000000003183","+255710003183","VALID"
"3184","19881215000000003184","+255710003184","VALID"
"3185","19961025000000003185","+255710003185","VALID"
"3186","20050305000000003186","+255710003186","VALID"
"3187","19990901000000003187","+255710003187","VALID"
"3188","20191027000000003188","+255710003188","CORRUPTED"
"3189","19960130000000003189","+255710003189","VALID"
"3190","19730820000000003190","+255710003190","VALID"
"3191","19641108000000003191","+255710003191","VALID"
"3192","19830808000000003192","+255710003192","VALID"
"3193","20000422000000003193","+255710003193","VALID"
"3194","20050926000000003194","+255710003194","VALID"
"3195","19621019000000003195","+255710003195","VALID"
"3196","19810731000000003196","+255710003196","VALID"
"3197","20030329000000003197","+255710003197","VALID"
"3198","19750918000000003198","+255710003198","VALID"
"3199","20010204000000003199","+255710003199","VALID"
"3200","19860702000000003200","+255710003200","VALID"
"3201","20040201000000003201","+255710003201","VALID"
"3202","19750117000000003202","+255710003202","CORRUPTED"
"3203","20000223000000003203","+255710003203","VALID"
"3204","19790213000000003204","+255710003204","VALID"
"3205","19891210000000003205","+255710003205","VALID"
"3206","19641218000000003206","+255710003206","VALID"
"3207","19630529000000003207","+255710003207","VALID"
"3208","19921002000000003208","+255710003208","WARNING"
"3209","19950830000000003209","+255710003209","VALID"
"3210","20181209000000003210","+255710003210","VALID"
"3211","20180504000000003211","+255710003211","VALID"
"3212","20000509000000003212","+255710003212","VALID"
"3213","19800302000000003213","+255710003213","VALID"
"3214","20180223000000003214","+255710003214","VALID"
"3215","19890510000000003215","+255710003215","VALID"
"3216","19801226000000003216","+255710003216","WARNING"
"3217","19661020000000003217","+255710003217","VALID"
"3218","20050329000000003218","+255710003218","VALID"
"3219","20101025000000003219","+255710003219","VALID"
"3220","19840610000000003220","+255710003220","VALID"
"3221","19981022000000003221","+255710003221","VALID"
"3222","19791111000000003222","+255710003222","VALID"
"3223","19631028000000003223","+255710003223","VALID"
"3224","19910611000000003224","+255710003224","VALID"
"3225","20180627000000003225","+255710003225","CORRUPTED"
"3226","19990109000000003226","+255710003226","VALID"
"3227","19650620000000003227","+255710003227","VALID"
"3228","19960719000000003228","+255710003228","WARNING"
"3229","19680319000000003229","+255710003229","WARNING"
"3230","19620214000000003230","+255710003230","VALID"
"3231","20080212000000003231","+255710003231","VALID"
"3232","20100611000000003232","+255710003232","VALID"
"3233","20000529000000003233","+255710003233","VALID"
"3234","20050516000000003234","+255710003234","VALID"
"3235","20071004000000003235","+255710003235","VALID"
"3236","20120106000000003236","+255710003236","VALID"
"3237","19840603000000003237","+255710003237","WARNING"
"3238","20071128000000003238","+255710003238","VALID"
"3239","20040716000000003239","+255710003239","VALID"
"3240","20080820000000003240","+255710003240","VALID"
"3241","19960216000000003241","+255710003241","WARNING"
"3242","20100706000000003242","+255710003242","VALID"
"3243","19640303000000003243","+255710003243","VALID"
"3244","20010101000000003244","+255710003244","VALID"
"3245","19600113000000003245","+255710003245","VALID"
"3246","19820326000000003246","+255710003246","VALID"
"3247","19791201000000003247","+255710003247","VALID"
"3248","19770323000000003248","+255710003248","VALID"
"3249","20120601000000003249","+255710003249","VALID"
"3250","19720120000000003250","+255710003250","VALID"
"3251","19790709000000003251","+255710003251","VALID"
"3252","20170516000000003252","+255710003252","VALID"
"3253","19680504000000003253","+255710003253","WARNING"
"3254","19870909000000003254","+255710003254","VALID"
"3255","19600124000000003255","+255710003255","VALID"
"3256","19830129000000003256","+255710003256","VALID"
"3257","20150328000000003257","+255710003257","VALID"
"3258","19720607000000003258","+255710003258","VALID"
"3259","19890509000000003259","+255710003259","VALID"
"3260","20160212000000003260","+255710003260","VALID"
"3261","20160614000000003261","+255710003261","VALID"
"3262","19880330000000003262","+255710003262","VALID"
"3263","19780205000000003263","+255710003263","VALID"
"3264","20040203000000003264","+255710003264","VALID"
"3265","19620113000000003265","+255710003265","VALID"
"3266","19840102000000003266","+255710003266","VALID"
"3267","19851025000000003267","+255710003267","VALID"
"3268","20010304000000003268","+255710003268","VALID"
"3269","20091228000000003269","+255710003269","VALID"
"3270","19900927000000003270","+255710003270","VALID"
"3271","19890505000000003271","+255710003271","WARNING"
"3272","20080927000000003272","+255710003272","VALID"
"3273","20150121000000003273","+255710003273","WARNING"
"3274","19740721000000003274","+255710003274","VALID"
"3275","19910124000000003275","+255710003275","CORRUPTED"
"3276","19790910000000003276","+255710003276","VALID"
"3277","20070201000000003277","+255710003277","VALID"
"3278","19640807000000003278","+255710003278","VALID"
"3279","20000307000000003279","+255710003279","VALID"
"3280","19781221000000003280","+255710003280","VALID"
"3281","20081015000000003281","+255710003281","VALID"
"3282","20020220000000003282","+255710003282","VALID"
"3283","19701222000000003283","+255710003283","VALID"
"3284","20160116000000003284","+255710003284","VALID"
"3285","19751221000000003285","+255710003285","VALID"
"3286","19770504000000003286","+255710003286","VALID"
"3287","19970423000000003287","+255710003287","WARNING"
"3288","20180605000000003288","+255710003288","VALID"
"3289","19620312000000003289","+255710003289","VALID"
"3290","20070314000000003290","+255710003290","VALID"
"3291","19660328000000003291","+255710003291","VALID"
"3292","19670524000000003292","+255710003292","VALID"
"3293","19890130000000003293","+255710003293","WARNING"
"3294","19690902000000003294","+255710003294","VALID"
"3295","20070628000000003295","+255710003295","VALID"
"3296","19811127000000003296","+255710003296","VALID"
"3297","20090526000000003297","+255710003297","VALID"
"3298","19850916000000003298","+255710003298","VALID"
"3299","20180216000000003299","+255710003299","CORRUPTED"
"3300","20150718000000003300","+255710003300","VALID"
"3301","20120728000000003301","+255710003301","VALID"
"3302","19790116000000003302","+255710003302","VALID"
"3303","20140829000000003303","+255710003303","WARNING"
"3304","19621028000000003304","+255710003304","VALID"
"3305","19710312000000003305","+255710003305","VALID"
"3306","20000831000000003306","+255710003306","VALID"
"3307","20130128000000003307","+255710003307","VALID"
"3308","19720203000000003308","+255710003308","VALID"
"3309","19750721000000003309","+255710003309","VALID"
"3310","20130829000000003310","+255710003310","VALID"
